week,sku,product,color,size,price,units_sold,ending_stock
2025-12-08,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,9,9
2025-12-15,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,7,2
2025-12-22,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,11,0
2025-12-29,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,11,28
2026-01-05,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,22
2026-01-12,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,10,12
2026-01-19,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,6
2026-01-26,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,0
2026-02-02,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,8,0
2026-02-09,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,0
2026-02-16,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,0
2026-02-23,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,0
2026-03-02,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,3,0
2026-03-09,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,0
2026-03-16,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,8,29
2026-03-23,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,10,19
2026-03-30,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,13
2026-04-06,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,8
2026-04-13,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,4
2026-04-20,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,9,0
2026-04-27,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,0
2026-05-04,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,0
2026-05-11,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,0
2026-05-18,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,3,0
2026-05-25,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,0
2026-06-01,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,0
2026-06-08,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,20
2026-06-15,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,15
2026-06-22,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,10
2026-06-29,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,3,27
2026-07-06,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,23
2026-07-13,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,1,22
2026-07-20,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,9,13
2026-07-27,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,10,32
2026-08-03,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,5,27
2026-08-10,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,6,21
2026-08-17,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,7,14
2026-08-24,VEST-FONT-VER-38,Vestido Fontaine,Vermelho,38,1699.0,4,10
2025-09-01,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,16
2025-09-08,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,9,7
2025-09-15,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,10,0
2025-09-22,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,0
2025-09-29,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,0
2025-10-06,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,0
2025-10-13,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,0
2025-10-20,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,8,0
2025-10-27,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,9,17
2025-11-03,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,11,6
2025-11-10,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,4,2
2025-11-17,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,13,0
2025-11-24,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,10,27
2025-12-01,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,11,16
2025-12-08,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,14,2
2025-12-15,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,22
2025-12-22,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,16
2025-12-29,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,10
2026-01-05,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,10,0
2026-01-12,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,3,31
2026-01-19,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,8,23
2026-01-26,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,16
2026-02-02,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,10
2026-02-09,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,11,0
2026-02-16,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,0
2026-02-23,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,0
2026-03-02,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,0
2026-03-09,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,0
2026-03-16,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,4,24
2026-03-23,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,22
2026-03-30,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,20
2026-04-06,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,14
2026-04-13,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,9
2026-04-20,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,23
2026-04-27,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,16
2026-05-04,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,7,9
2026-05-11,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,1,8
2026-05-18,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,37
2026-05-25,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,4,33
2026-06-01,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,1,32
2026-06-08,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,3,29
2026-06-15,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,4,25
2026-06-22,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,23
2026-06-29,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,3,20
2026-07-06,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,3,17
2026-07-13,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,12
2026-07-20,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,4,8
2026-07-27,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,6,2
2026-08-03,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,2,0
2026-08-10,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,9,0
2026-08-17,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,8,26
2026-08-24,VEST-FONT-VER-40,Vestido Fontaine,Vermelho,40,1699.0,5,21
2025-09-01,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,1,42
2025-09-08,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,38
2025-09-15,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,35
2025-09-22,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,7,28
2025-09-29,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,25
2025-10-06,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,21
2025-10-13,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,8,13
2025-10-20,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,9
2025-10-27,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,32
2025-11-03,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,6,26
2025-11-10,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,22
2025-11-17,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,7,15
2025-11-24,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,11
2025-12-01,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,6
2025-12-08,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,23
2025-12-15,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,18
2025-12-22,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,13
2025-12-29,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,8
2026-01-05,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,8,0
2026-01-12,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,0
2026-01-19,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,8,21
2026-01-26,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,17
2026-02-02,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,7,10
2026-02-09,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,5
2026-02-16,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,0
2026-02-23,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,0
2026-03-02,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,24
2026-03-09,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,20
2026-03-16,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,7,13
2026-03-23,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,8
2026-03-30,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,1,7
2026-04-06,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,29
2026-04-13,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,1,28
2026-04-20,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,26
2026-04-27,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,23
2026-05-04,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,21
2026-05-11,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,17
2026-05-18,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,0,17
2026-05-25,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,0,17
2026-06-01,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,15
2026-06-08,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,13
2026-06-15,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,1,12
2026-06-22,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,9
2026-06-29,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,7
2026-07-06,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,4
2026-07-13,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,2
2026-07-20,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,5,0
2026-07-27,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,0
2026-08-03,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,4,20
2026-08-10,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,18
2026-08-17,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,3,15
2026-08-24,VEST-FONT-VER-42,Vestido Fontaine,Vermelho,42,1699.0,2,13
2025-09-01,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,10,10
2025-09-08,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,3,7
2025-09-15,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,21
2025-09-22,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,9,12
2025-09-29,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,9,3
2025-10-06,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,3,13
2025-10-13,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,8,5
2025-10-20,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,10,0
2025-10-27,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,9,0
2025-11-03,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,11,13
2025-11-10,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,12,1
2025-11-17,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,5,0
2025-11-24,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,12,29
2025-12-01,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,7,22
2025-12-08,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,13,9
2025-12-15,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,15,32
2025-12-22,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,26
2025-12-29,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,8,18
2026-01-05,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,12,36
2026-01-12,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,12,24
2026-01-19,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,18
2026-01-26,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,3,15
2026-02-02,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,7,8
2026-02-09,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,28
2026-02-16,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,9,19
2026-02-23,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,15
2026-03-02,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,9,6
2026-03-09,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,36
2026-03-16,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,7,29
2026-03-23,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,5,24
2026-03-30,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,5,19
2026-04-06,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,11,8
2026-04-13,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,2,6
2026-04-20,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,2
2026-04-27,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,5,19
2026-05-04,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,15
2026-05-11,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,9
2026-05-18,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,32
2026-05-25,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,8,24
2026-06-01,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,7,17
2026-06-08,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,3,14
2026-06-15,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,10
2026-06-22,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,6
2026-06-29,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,8,0
2026-07-06,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,4,0
2026-07-13,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,0
2026-07-20,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,0
2026-07-27,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,10,16
2026-08-03,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,7,9
2026-08-10,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,3
2026-08-17,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,6,0
2026-08-24,VEST-FONT-VER-44,Vestido Fontaine,Vermelho,44,1699.0,12,0
2025-09-01,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,57
2025-09-08,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,53
2025-09-15,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,49
2025-09-22,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,47
2025-09-29,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,46
2025-10-06,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,5,41
2025-10-13,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,38
2025-10-20,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,11,27
2025-10-27,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,26
2025-11-03,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,6,20
2025-11-10,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,17
2025-11-17,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,8,9
2025-11-24,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,5
2025-12-01,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,25
2025-12-08,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,6,19
2025-12-15,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,5,14
2025-12-22,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,10
2025-12-29,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,6,38
2026-01-05,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,34
2026-01-12,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,6,28
2026-01-19,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,24
2026-01-26,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,22
2026-02-02,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,19
2026-02-09,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,5,14
2026-02-16,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,5,9
2026-02-23,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,8
2026-03-02,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,5,3
2026-03-09,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,30
2026-03-16,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,29
2026-03-23,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,26
2026-03-30,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,23
2026-04-06,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,21
2026-04-13,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,0,21
2026-04-20,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,18
2026-04-27,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,17
2026-05-04,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,1,16
2026-05-11,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,13
2026-05-18,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,10
2026-05-25,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,8
2026-06-01,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,0,8
2026-06-08,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,6
2026-06-15,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,4
2026-06-22,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,1
2026-06-29,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,0
2026-07-06,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,0
2026-07-13,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,17
2026-07-20,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,2,15
2026-07-27,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,0,15
2026-08-03,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,12
2026-08-10,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,4,8
2026-08-17,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,3,5
2026-08-24,VEST-FONT-OFF-34,Vestido Fontaine,Off White,34,1699.0,6,28
2025-09-01,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,25
2025-09-08,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,24
2025-09-15,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,21
2025-09-22,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,19
2025-09-29,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,10,9
2025-10-06,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,0,9
2025-10-13,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,5,4
2025-10-20,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,7,34
2025-10-27,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,11,23
2025-11-03,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,8,15
2025-11-10,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,5,10
2025-11-17,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,5,5
2025-11-24,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,0
2025-12-01,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,30
2025-12-08,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,4,26
2025-12-15,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,7,19
2025-12-22,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,4,15
2025-12-29,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,9
2026-01-05,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,8,32
2026-01-12,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,26
2026-01-19,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,20
2026-01-26,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,8,12
2026-02-02,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,5,34
2026-02-09,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,31
2026-02-16,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,28
2026-02-23,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,26
2026-03-02,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,24
2026-03-09,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,21
2026-03-16,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,18
2026-03-23,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,4,14
2026-03-30,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,11
2026-04-06,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,3,8
2026-04-13,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,6,2
2026-04-20,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,1
2026-04-27,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,0,1
2026-05-04,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,0
2026-05-11,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,0,0
2026-05-18,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,0
2026-05-25,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,0
2026-06-01,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,0
2026-06-08,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,0
2026-06-15,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,4,15
2026-06-22,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,14
2026-06-29,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,13
2026-07-06,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,11
2026-07-13,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,5,6
2026-07-20,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,38
2026-07-27,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,37
2026-08-03,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,35
2026-08-10,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,0,35
2026-08-17,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,2,33
2026-08-24,VEST-FONT-OFF-36,Vestido Fontaine,Off White,36,1699.0,1,32
2025-09-01,VEST-FONT-OFF-38,Vestido Fontaine,Off White,38,1699.0,5,51
